timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz]
2020/12/31 05:10:26.457, 17 %, 5 %, 66.95 W, 949 MHz
2020/12/31 05:10:27.460, 32 %, 9 %, 46.95 W, 949 MHz
2020/12/31 05:10:28.463, 34 %, 10 %, 46.85 W, 949 MHz
2020/12/31 05:10:29.466, 17 %, 5 %, 52.97 W, 949 MHz
2020/12/31 05:10:30.468, 33 %, 10 %, 46.85 W, 949 MHz
2020/12/31 05:10:31.471, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:10:32.474, 40 %, 10 %, 54.12 W, 949 MHz
2020/12/31 05:10:33.477, 32 %, 8 %, 52.40 W, 949 MHz
2020/12/31 05:10:34.479, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:10:35.482, 29 %, 7 %, 50.03 W, 949 MHz
2020/12/31 05:10:36.485, 24 %, 6 %, 51.92 W, 949 MHz
2020/12/31 05:10:37.487, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:10:38.488, 34 %, 9 %, 47.44 W, 949 MHz
2020/12/31 05:10:39.491, 22 %, 6 %, 58.63 W, 949 MHz
2020/12/31 05:10:40.494, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:10:41.497, 43 %, 11 %, 46.76 W, 949 MHz
2020/12/31 05:10:42.499, 28 %, 7 %, 53.83 W, 949 MHz
2020/12/31 05:10:43.502, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:10:44.505, 49 %, 12 %, 48.01 W, 949 MHz
2020/12/31 05:10:45.508, 29 %, 7 %, 53.35 W, 949 MHz
2020/12/31 05:10:46.510, 25 %, 7 %, 46.86 W, 949 MHz
2020/12/31 05:10:47.513, 34 %, 10 %, 47.63 W, 949 MHz
2020/12/31 05:10:48.516, 19 %, 6 %, 59.88 W, 949 MHz
2020/12/31 05:10:49.519, 30 %, 8 %, 47.43 W, 949 MHz
2020/12/31 05:10:50.521, 48 %, 12 %, 55.18 W, 949 MHz
2020/12/31 05:10:51.526, 29 %, 7 %, 47.81 W, 949 MHz
2020/12/31 05:10:52.529, 19 %, 5 %, 64.01 W, 949 MHz
2020/12/31 05:10:53.532, 34 %, 9 %, 56.04 W, 949 MHz
2020/12/31 05:10:54.535, 29 %, 7 %, 60.17 W, 949 MHz
2020/12/31 05:10:55.538, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:10:56.541, 29 %, 7 %, 47.43 W, 949 MHz
2020/12/31 05:10:57.544, 49 %, 12 %, 50.79 W, 949 MHz
2020/12/31 05:10:58.546, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:10:59.549, 30 %, 8 %, 64.39 W, 949 MHz
2020/12/31 05:11:00.552, 29 %, 7 %, 67.62 W, 949 MHz
2020/12/31 05:11:01.555, 0 %, 0 %, 46.66 W, 949 MHz
2020/12/31 05:11:02.557, 29 %, 7 %, 62.57 W, 949 MHz
2020/12/31 05:11:03.560, 53 %, 13 %, 52.81 W, 949 MHz
2020/12/31 05:11:04.563, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:05.565, 29 %, 7 %, 56.81 W, 949 MHz
2020/12/31 05:11:06.566, 43 %, 11 %, 52.40 W, 949 MHz
2020/12/31 05:11:07.569, 0 %, 0 %, 46.66 W, 949 MHz
2020/12/31 05:11:08.572, 35 %, 9 %, 51.82 W, 949 MHz
2020/12/31 05:11:09.574, 35 %, 9 %, 67.62 W, 949 MHz
2020/12/31 05:11:10.577, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:11:11.580, 29 %, 8 %, 58.73 W, 949 MHz
2020/12/31 05:11:12.582, 43 %, 11 %, 60.27 W, 949 MHz
2020/12/31 05:11:13.585, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:11:14.588, 23 %, 6 %, 67.08 W, 949 MHz
2020/12/31 05:11:15.590, 43 %, 11 %, 51.15 W, 949 MHz
2020/12/31 05:11:16.593, 17 %, 5 %, 46.57 W, 949 MHz
2020/12/31 05:11:17.596, 0 %, 0 %, 47.02 W, 949 MHz
2020/12/31 05:11:18.599, 47 %, 14 %, 73.27 W, 949 MHz
2020/12/31 05:11:19.601, 14 %, 4 %, 46.76 W, 949 MHz
2020/12/31 05:11:20.604, 14 %, 4 %, 60.27 W, 949 MHz
2020/12/31 05:11:21.607, 46 %, 12 %, 57.29 W, 949 MHz
2020/12/31 05:11:22.610, 29 %, 8 %, 54.12 W, 949 MHz
2020/12/31 05:11:23.612, 26 %, 7 %, 61.67 W, 949 MHz
2020/12/31 05:11:24.615, 21 %, 5 %, 60.27 W, 949 MHz
2020/12/31 05:11:25.618, 29 %, 7 %, 51.47 W, 949 MHz
2020/12/31 05:11:26.621, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:27.621, 25 %, 6 %, 51.24 W, 949 MHz
2020/12/31 05:11:28.624, 32 %, 9 %, 48.49 W, 949 MHz
2020/12/31 05:11:29.625, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:30.628, 29 %, 7 %, 46.76 W, 949 MHz
2020/12/31 05:11:31.630, 32 %, 8 %, 60.17 W, 949 MHz
2020/12/31 05:11:32.631, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:11:33.634, 29 %, 8 %, 46.86 W, 949 MHz
2020/12/31 05:11:34.637, 29 %, 7 %, 58.06 W, 949 MHz
2020/12/31 05:11:35.640, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:36.643, 35 %, 9 %, 63.24 W, 949 MHz
2020/12/31 05:11:37.648, 22 %, 6 %, 59.79 W, 949 MHz
2020/12/31 05:11:38.650, 35 %, 9 %, 62.44 W, 949 MHz
2020/12/31 05:11:39.653, 29 %, 7 %, 46.76 W, 949 MHz
2020/12/31 05:11:40.656, 14 %, 4 %, 61.03 W, 949 MHz
2020/12/31 05:11:41.658, 30 %, 8 %, 54.22 W, 949 MHz
2020/12/31 05:11:42.661, 39 %, 10 %, 53.93 W, 949 MHz
2020/12/31 05:11:43.664, 16 %, 4 %, 57.67 W, 949 MHz
2020/12/31 05:11:44.667, 36 %, 10 %, 47.34 W, 949 MHz
2020/12/31 05:11:45.669, 29 %, 7 %, 46.76 W, 949 MHz
2020/12/31 05:11:46.672, 17 %, 4 %, 57.96 W, 949 MHz
2020/12/31 05:11:47.675, 43 %, 11 %, 46.67 W, 949 MHz
2020/12/31 05:11:48.678, 42 %, 11 %, 56.52 W, 949 MHz
2020/12/31 05:11:49.681, 26 %, 6 %, 64.77 W, 949 MHz
2020/12/31 05:11:50.683, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:51.686, 39 %, 10 %, 47.72 W, 949 MHz
2020/12/31 05:11:52.689, 29 %, 7 %, 69.92 W, 949 MHz
2020/12/31 05:11:53.692, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:11:54.694, 29 %, 7 %, 53.83 W, 949 MHz
2020/12/31 05:11:55.697, 23 %, 6 %, 62.57 W, 949 MHz
2020/12/31 05:11:56.700, 0 %, 0 %, 46.67 W, 949 MHz
2020/12/31 05:11:57.702, 35 %, 9 %, 46.67 W, 949 MHz
2020/12/31 05:11:58.705, 21 %, 5 %, 64.84 W, 949 MHz
2020/12/31 05:11:59.711, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:00.713, 43 %, 11 %, 53.16 W, 949 MHz
2020/12/31 05:12:01.716, 29 %, 7 %, 55.37 W, 949 MHz
2020/12/31 05:12:02.719, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:03.722, 46 %, 12 %, 56.24 W, 949 MHz
2020/12/31 05:12:04.724, 29 %, 7 %, 47.72 W, 949 MHz
2020/12/31 05:12:05.727, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:06.730, 35 %, 9 %, 63.72 W, 949 MHz
2020/12/31 05:12:07.733, 33 %, 8 %, 57.00 W, 949 MHz
2020/12/31 05:12:08.735, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:09.738, 34 %, 9 %, 54.60 W, 949 MHz
2020/12/31 05:12:10.739, 43 %, 11 %, 48.11 W, 949 MHz
2020/12/31 05:12:11.742, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:12.745, 30 %, 8 %, 48.20 W, 949 MHz
2020/12/31 05:12:13.747, 47 %, 12 %, 47.24 W, 949 MHz
2020/12/31 05:12:14.750, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:15.751, 29 %, 7 %, 54.31 W, 949 MHz
2020/12/31 05:12:16.752, 43 %, 11 %, 49.54 W, 949 MHz
2020/12/31 05:12:17.755, 34 %, 10 %, 53.48 W, 949 MHz
2020/12/31 05:12:18.758, 31 %, 9 %, 65.25 W, 949 MHz
2020/12/31 05:12:19.758, 40 %, 12 %, 48.68 W, 949 MHz
2020/12/31 05:12:20.761, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:21.762, 29 %, 7 %, 49.45 W, 949 MHz
2020/12/31 05:12:22.765, 47 %, 12 %, 47.44 W, 949 MHz
2020/12/31 05:12:23.768, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:24.770, 26 %, 7 %, 46.66 W, 949 MHz
2020/12/31 05:12:25.773, 43 %, 11 %, 46.76 W, 949 MHz
2020/12/31 05:12:26.776, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:27.778, 29 %, 7 %, 49.06 W, 949 MHz
2020/12/31 05:12:28.781, 43 %, 11 %, 47.14 W, 949 MHz
2020/12/31 05:12:29.784, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:30.787, 30 %, 8 %, 48.11 W, 949 MHz
2020/12/31 05:12:31.789, 45 %, 11 %, 46.66 W, 949 MHz
2020/12/31 05:12:32.792, 7 %, 2 %, 46.57 W, 949 MHz
2020/12/31 05:12:33.795, 14 %, 4 %, 64.36 W, 949 MHz
2020/12/31 05:12:34.798, 29 %, 7 %, 63.59 W, 949 MHz
2020/12/31 05:12:35.800, 35 %, 10 %, 52.49 W, 949 MHz
2020/12/31 05:12:36.803, 17 %, 5 %, 59.31 W, 949 MHz
2020/12/31 05:12:37.806, 38 %, 11 %, 54.70 W, 949 MHz
2020/12/31 05:12:38.809, 29 %, 7 %, 60.46 W, 949 MHz
2020/12/31 05:12:39.811, 15 %, 4 %, 61.03 W, 949 MHz
2020/12/31 05:12:40.814, 36 %, 9 %, 48.56 W, 949 MHz
2020/12/31 05:12:41.820, 40 %, 10 %, 49.71 W, 949 MHz
2020/12/31 05:12:42.822, 29 %, 7 %, 64.16 W, 949 MHz
2020/12/31 05:12:43.825, 29 %, 7 %, 65.60 W, 949 MHz
2020/12/31 05:12:44.828, 26 %, 7 %, 46.85 W, 949 MHz
2020/12/31 05:12:45.830, 2 %, 0 %, 59.59 W, 949 MHz
2020/12/31 05:12:46.833, 36 %, 9 %, 55.47 W, 949 MHz
2020/12/31 05:12:47.836, 32 %, 9 %, 47.44 W, 949 MHz
2020/12/31 05:12:48.839, 0 %, 0 %, 68.00 W, 949 MHz
2020/12/31 05:12:49.842, 32 %, 9 %, 68.74 W, 949 MHz
2020/12/31 05:12:50.843, 51 %, 15 %, 47.62 W, 949 MHz
2020/12/31 05:12:51.846, 0 %, 0 %, 66.69 W, 949 MHz
2020/12/31 05:12:52.849, 27 %, 8 %, 47.53 W, 949 MHz
2020/12/31 05:12:53.852, 32 %, 9 %, 71.93 W, 949 MHz
2020/12/31 05:12:54.854, 43 %, 11 %, 52.97 W, 949 MHz
2020/12/31 05:12:55.857, 24 %, 6 %, 57.67 W, 949 MHz
2020/12/31 05:12:56.860, 35 %, 9 %, 51.85 W, 949 MHz
2020/12/31 05:12:57.863, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:12:58.866, 14 %, 4 %, 46.67 W, 949 MHz
2020/12/31 05:12:59.868, 32 %, 8 %, 66.56 W, 949 MHz
2020/12/31 05:13:00.871, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:13:01.874, 29 %, 7 %, 48.20 W, 949 MHz
2020/12/31 05:13:02.877, 29 %, 7 %, 46.67 W, 949 MHz
2020/12/31 05:13:03.879, 0 %, 0 %, 46.57 W, 949 MHz
2020/12/31 05:13:04.882, 25 %, 6 %, 64.45 W, 949 MHz
2020/12/31 05:13:05.885, 51 %, 13 %, 48.78 W, 949 MHz
2020/12/31 05:13:06.890, 17 %, 4 %, 61.03 W, 835 MHz
2020/12/31 05:13:07.892, 49 %, 11 %, 46.38 W, 835 MHz
2020/12/31 05:13:08.895, 32 %, 7 %, 46.28 W, 835 MHz
2020/12/31 05:13:09.898, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:10.901, 40 %, 10 %, 46.67 W, 835 MHz
2020/12/31 05:13:11.903, 34 %, 9 %, 46.28 W, 835 MHz
2020/12/31 05:13:12.906, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:13:13.909, 30 %, 8 %, 46.38 W, 835 MHz
2020/12/31 05:13:14.912, 38 %, 10 %, 60.36 W, 835 MHz
2020/12/31 05:13:15.915, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:16.918, 34 %, 8 %, 54.51 W, 835 MHz
2020/12/31 05:13:17.921, 40 %, 9 %, 47.34 W, 835 MHz
2020/12/31 05:13:18.924, 32 %, 7 %, 46.76 W, 835 MHz
2020/12/31 05:13:19.926, 35 %, 8 %, 48.39 W, 835 MHz
2020/12/31 05:13:20.929, 48 %, 11 %, 56.81 W, 835 MHz
2020/12/31 05:13:21.932, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:22.935, 30 %, 6 %, 48.97 W, 835 MHz
2020/12/31 05:13:23.938, 59 %, 13 %, 48.39 W, 835 MHz
2020/12/31 05:13:24.940, 34 %, 8 %, 51.37 W, 835 MHz
2020/12/31 05:13:25.943, 26 %, 6 %, 56.04 W, 835 MHz
2020/12/31 05:13:26.946, 45 %, 10 %, 57.96 W, 835 MHz
2020/12/31 05:13:27.949, 32 %, 7 %, 57.96 W, 835 MHz
2020/12/31 05:13:28.951, 31 %, 7 %, 55.47 W, 835 MHz
2020/12/31 05:13:29.954, 50 %, 11 %, 49.74 W, 835 MHz
2020/12/31 05:13:30.957, 32 %, 7 %, 65.32 W, 835 MHz
2020/12/31 05:13:31.960, 22 %, 5 %, 50.67 W, 835 MHz
2020/12/31 05:13:32.963, 49 %, 11 %, 51.27 W, 835 MHz
2020/12/31 05:13:33.965, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:34.968, 16 %, 4 %, 52.40 W, 835 MHz
2020/12/31 05:13:35.971, 49 %, 11 %, 60.01 W, 835 MHz
2020/12/31 05:13:36.974, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:13:37.977, 17 %, 4 %, 49.45 W, 835 MHz
2020/12/31 05:13:38.980, 47 %, 10 %, 62.47 W, 835 MHz
2020/12/31 05:13:39.982, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:40.988, 19 %, 5 %, 68.58 W, 835 MHz
2020/12/31 05:13:41.991, 29 %, 8 %, 63.82 W, 835 MHz
2020/12/31 05:13:42.993, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:43.996, 20 %, 5 %, 58.63 W, 835 MHz
2020/12/31 05:13:44.999, 41 %, 11 %, 62.15 W, 835 MHz
2020/12/31 05:13:46.001, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:13:47.004, 28 %, 6 %, 63.20 W, 835 MHz
2020/12/31 05:13:48.005, 38 %, 8 %, 60.14 W, 835 MHz
2020/12/31 05:13:49.008, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:50.011, 25 %, 6 %, 65.22 W, 835 MHz
2020/12/31 05:13:51.013, 42 %, 9 %, 48.49 W, 835 MHz
2020/12/31 05:13:52.016, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:53.019, 33 %, 7 %, 46.57 W, 835 MHz
2020/12/31 05:13:54.022, 53 %, 12 %, 46.67 W, 835 MHz
2020/12/31 05:13:55.024, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:13:56.025, 33 %, 7 %, 52.01 W, 835 MHz
2020/12/31 05:13:57.028, 52 %, 11 %, 48.68 W, 835 MHz
2020/12/31 05:13:58.031, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:13:59.034, 26 %, 6 %, 57.87 W, 835 MHz
2020/12/31 05:14:00.037, 45 %, 10 %, 61.13 W, 835 MHz
2020/12/31 05:14:01.039, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:02.042, 33 %, 7 %, 61.13 W, 835 MHz
2020/12/31 05:14:03.043, 49 %, 11 %, 51.47 W, 835 MHz
2020/12/31 05:14:04.046, 16 %, 4 %, 45.99 W, 835 MHz
2020/12/31 05:14:05.047, 13 %, 3 %, 55.95 W, 835 MHz
2020/12/31 05:14:06.049, 37 %, 8 %, 52.01 W, 835 MHz
2020/12/31 05:14:07.051, 1 %, 1 %, 45.99 W, 835 MHz
2020/12/31 05:14:08.054, 16 %, 4 %, 60.65 W, 835 MHz
2020/12/31 05:14:09.057, 32 %, 7 %, 61.99 W, 835 MHz
2020/12/31 05:14:10.060, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:14:11.062, 49 %, 11 %, 46.38 W, 835 MHz
2020/12/31 05:14:12.065, 32 %, 7 %, 54.03 W, 835 MHz
2020/12/31 05:14:13.066, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:14:14.069, 49 %, 11 %, 47.91 W, 835 MHz
2020/12/31 05:14:15.072, 32 %, 7 %, 49.71 W, 835 MHz
2020/12/31 05:14:16.074, 0 %, 0 %, 46.19 W, 835 MHz
2020/12/31 05:14:17.077, 49 %, 11 %, 46.18 W, 835 MHz
2020/12/31 05:14:18.080, 28 %, 6 %, 62.37 W, 835 MHz
2020/12/31 05:14:19.081, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:20.082, 49 %, 11 %, 46.67 W, 835 MHz
2020/12/31 05:14:21.085, 32 %, 7 %, 59.46 W, 835 MHz
2020/12/31 05:14:22.088, 1 %, 1 %, 45.99 W, 835 MHz
2020/12/31 05:14:23.089, 49 %, 11 %, 48.68 W, 835 MHz
2020/12/31 05:14:24.091, 24 %, 5 %, 66.18 W, 835 MHz
2020/12/31 05:14:25.094, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:26.095, 49 %, 11 %, 50.28 W, 835 MHz
2020/12/31 05:14:27.098, 30 %, 7 %, 49.45 W, 835 MHz
2020/12/31 05:14:28.103, 48 %, 11 %, 45.99 W, 835 MHz
2020/12/31 05:14:29.103, 0 %, 0 %, 66.37 W, 835 MHz
2020/12/31 05:14:30.106, 32 %, 7 %, 64.58 W, 835 MHz
2020/12/31 05:14:31.110, 50 %, 11 %, 45.99 W, 835 MHz
2020/12/31 05:14:32.112, 0 %, 0 %, 53.64 W, 835 MHz
2020/12/31 05:14:33.115, 32 %, 7 %, 46.18 W, 835 MHz
2020/12/31 05:14:34.118, 44 %, 10 %, 45.99 W, 835 MHz
2020/12/31 05:14:35.121, 0 %, 0 %, 53.16 W, 835 MHz
2020/12/31 05:14:36.124, 38 %, 9 %, 49.35 W, 835 MHz
2020/12/31 05:14:37.126, 32 %, 7 %, 46.09 W, 835 MHz
2020/12/31 05:14:38.129, 0 %, 0 %, 58.83 W, 835 MHz
2020/12/31 05:14:39.132, 48 %, 11 %, 47.53 W, 835 MHz
2020/12/31 05:14:40.135, 29 %, 7 %, 46.18 W, 835 MHz
2020/12/31 05:14:41.137, 0 %, 0 %, 63.40 W, 835 MHz
2020/12/31 05:14:42.138, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:43.139, 30 %, 6 %, 47.43 W, 835 MHz
2020/12/31 05:14:44.142, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:45.145, 54 %, 14 %, 65.70 W, 835 MHz
2020/12/31 05:14:46.148, 27 %, 7 %, 52.78 W, 835 MHz
2020/12/31 05:14:47.150, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:48.153, 38 %, 10 %, 46.09 W, 835 MHz
2020/12/31 05:14:49.156, 20 %, 5 %, 51.15 W, 835 MHz
2020/12/31 05:14:50.159, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:14:51.162, 33 %, 8 %, 50.22 W, 835 MHz
2020/12/31 05:14:52.164, 25 %, 7 %, 59.79 W, 835 MHz
2020/12/31 05:14:53.170, 0 %, 0 %, 45.80 W, 835 MHz
2020/12/31 05:14:54.173, 29 %, 7 %, 70.11 W, 835 MHz
2020/12/31 05:14:55.175, 26 %, 7 %, 52.20 W, 835 MHz
2020/12/31 05:14:56.178, 19 %, 4 %, 95.61 W, 835 MHz
2020/12/31 05:14:57.181, 71 %, 47 %, 50.96 W, 835 MHz
2020/12/31 05:14:58.184, 66 %, 25 %, 79.57 W, 835 MHz
2020/12/31 05:14:59.186, 48 %, 24 %, 96.69 W, 835 MHz
2020/12/31 05:15:00.189, 99 %, 60 %, 66.27 W, 835 MHz
2020/12/31 05:15:01.192, 0 %, 0 %, 101.58 W, 835 MHz
2020/12/31 05:15:02.195, 85 %, 54 %, 101.79 W, 835 MHz
2020/12/31 05:15:03.197, 73 %, 35 %, 86.64 W, 835 MHz
2020/12/31 05:15:04.200, 100 %, 59 %, 46.76 W, 835 MHz
2020/12/31 05:15:05.203, 43 %, 23 %, 90.53 W, 835 MHz
2020/12/31 05:15:06.206, 60 %, 29 %, 91.01 W, 835 MHz
2020/12/31 05:15:07.208, 32 %, 14 %, 97.51 W, 835 MHz
2020/12/31 05:15:08.211, 44 %, 22 %, 96.95 W, 835 MHz
2020/12/31 05:15:09.214, 53 %, 27 %, 48.78 W, 835 MHz
2020/12/31 05:15:10.217, 24 %, 12 %, 46.38 W, 835 MHz
2020/12/31 05:15:11.219, 39 %, 18 %, 87.28 W, 835 MHz
2020/12/31 05:15:12.222, 55 %, 23 %, 86.46 W, 835 MHz
2020/12/31 05:15:13.225, 33 %, 13 %, 77.26 W, 835 MHz
2020/12/31 05:15:14.230, 28 %, 11 %, 52.01 W, 835 MHz
2020/12/31 05:15:15.233, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:16.236, 31 %, 10 %, 76.44 W, 835 MHz
2020/12/31 05:15:17.239, 22 %, 7 %, 46.48 W, 835 MHz
2020/12/31 05:15:18.242, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:19.244, 34 %, 9 %, 66.66 W, 835 MHz
2020/12/31 05:15:20.247, 23 %, 6 %, 59.08 W, 835 MHz
2020/12/31 05:15:21.250, 38 %, 10 %, 47.15 W, 835 MHz
2020/12/31 05:15:22.253, 31 %, 8 %, 46.28 W, 835 MHz
2020/12/31 05:15:23.256, 28 %, 7 %, 63.68 W, 835 MHz
2020/12/31 05:15:24.258, 0 %, 0 %, 46.09 W, 835 MHz
2020/12/31 05:15:25.261, 52 %, 13 %, 69.28 W, 835 MHz
2020/12/31 05:15:26.264, 38 %, 10 %, 66.09 W, 835 MHz
2020/12/31 05:15:27.267, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:28.269, 46 %, 10 %, 62.85 W, 835 MHz
2020/12/31 05:15:29.272, 25 %, 6 %, 58.54 W, 835 MHz
2020/12/31 05:15:30.275, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:31.278, 49 %, 11 %, 46.38 W, 835 MHz
2020/12/31 05:15:32.281, 32 %, 7 %, 53.93 W, 835 MHz
2020/12/31 05:15:33.283, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:34.286, 49 %, 11 %, 46.28 W, 835 MHz
2020/12/31 05:15:35.289, 32 %, 7 %, 67.14 W, 835 MHz
2020/12/31 05:15:36.292, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:37.297, 44 %, 11 %, 46.47 W, 835 MHz
2020/12/31 05:15:38.300, 35 %, 9 %, 69.63 W, 835 MHz
2020/12/31 05:15:39.303, 16 %, 4 %, 46.09 W, 835 MHz
2020/12/31 05:15:40.305, 13 %, 3 %, 60.17 W, 835 MHz
2020/12/31 05:15:41.308, 45 %, 10 %, 57.38 W, 835 MHz
2020/12/31 05:15:42.311, 16 %, 4 %, 46.18 W, 835 MHz
2020/12/31 05:15:43.314, 1 %, 0 %, 55.66 W, 835 MHz
2020/12/31 05:15:44.317, 41 %, 9 %, 63.88 W, 835 MHz
2020/12/31 05:15:45.319, 28 %, 6 %, 46.67 W, 835 MHz
2020/12/31 05:15:46.322, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:15:47.325, 49 %, 11 %, 59.40 W, 835 MHz
2020/12/31 05:15:48.328, 18 %, 4 %, 46.47 W, 835 MHz
2020/12/31 05:15:49.330, 46 %, 10 %, 46.76 W, 835 MHz
2020/12/31 05:15:50.333, 33 %, 7 %, 55.08 W, 835 MHz
2020/12/31 05:15:51.336, 20 %, 4 %, 46.28 W, 835 MHz
2020/12/31 05:15:52.339, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:15:53.342, 49 %, 11 %, 55.75 W, 835 MHz
2020/12/31 05:15:54.344, 24 %, 5 %, 54.41 W, 835 MHz
2020/12/31 05:15:55.347, 0 %, 0 %, 46.00 W, 835 MHz
2020/12/31 05:15:56.350, 34 %, 7 %, 47.15 W, 835 MHz
2020/12/31 05:15:57.353, 28 %, 6 %, 62.95 W, 835 MHz
2020/12/31 05:15:58.356, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:15:59.362, 32 %, 7 %, 61.42 W, 835 MHz
2020/12/31 05:16:00.364, 28 %, 6 %, 51.82 W, 835 MHz
2020/12/31 05:16:01.367, 36 %, 8 %, 59.88 W, 835 MHz
2020/12/31 05:16:02.370, 24 %, 5 %, 59.21 W, 835 MHz
2020/12/31 05:16:03.373, 22 %, 5 %, 59.21 W, 835 MHz
2020/12/31 05:16:04.376, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:05.378, 34 %, 7 %, 46.28 W, 835 MHz
2020/12/31 05:16:06.381, 29 %, 7 %, 50.70 W, 835 MHz
2020/12/31 05:16:07.384, 32 %, 7 %, 56.81 W, 835 MHz
2020/12/31 05:16:08.387, 36 %, 8 %, 56.27 W, 835 MHz
2020/12/31 05:16:09.390, 22 %, 5 %, 60.55 W, 835 MHz
2020/12/31 05:16:10.392, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:11.395, 57 %, 13 %, 48.97 W, 835 MHz
2020/12/31 05:16:12.398, 32 %, 7 %, 49.64 W, 835 MHz
2020/12/31 05:16:13.401, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:16:14.403, 39 %, 10 %, 71.84 W, 835 MHz
2020/12/31 05:16:15.406, 29 %, 7 %, 52.88 W, 835 MHz
2020/12/31 05:16:16.409, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:17.412, 49 %, 11 %, 62.15 W, 835 MHz
2020/12/31 05:16:18.415, 32 %, 7 %, 60.84 W, 835 MHz
2020/12/31 05:16:19.417, 0 %, 0 %, 45.99 W, 835 MHz
2020/12/31 05:16:20.420, 56 %, 12 %, 48.01 W, 835 MHz
2020/12/31 05:16:21.423, 32 %, 7 %, 46.57 W, 835 MHz
2020/12/31 05:16:22.426, 0 %, 0 %, 45.90 W, 835 MHz
2020/12/31 05:16:23.429, 49 %, 11 %, 46.38 W, 835 MHz
