timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz]
2020/12/31 04:08:16.756, 30 %, 10 %, 89.67 W, 1063 MHz
2020/12/31 04:08:17.759, 28 %, 9 %, 49.90 W, 1063 MHz
2020/12/31 04:08:18.762, 45 %, 15 %, 67.33 W, 1063 MHz
2020/12/31 04:08:19.764, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:08:20.767, 28 %, 9 %, 49.07 W, 1063 MHz
2020/12/31 04:08:21.770, 29 %, 9 %, 49.06 W, 1063 MHz
2020/12/31 04:08:22.772, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:08:23.775, 28 %, 9 %, 87.42 W, 1063 MHz
2020/12/31 04:08:24.778, 28 %, 9 %, 68.48 W, 1063 MHz
2020/12/31 04:08:25.781, 28 %, 9 %, 49.83 W, 1063 MHz
2020/12/31 04:08:26.783, 44 %, 15 %, 82.64 W, 1063 MHz
2020/12/31 04:08:27.787, 28 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:08:28.790, 34 %, 11 %, 88.86 W, 1063 MHz
2020/12/31 04:08:29.790, 48 %, 16 %, 77.88 W, 1063 MHz
2020/12/31 04:08:30.793, 34 %, 12 %, 88.86 W, 1063 MHz
2020/12/31 04:08:31.796, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:08:32.802, 34 %, 12 %, 48.58 W, 1063 MHz
2020/12/31 04:08:33.806, 44 %, 15 %, 86.09 W, 1063 MHz
2020/12/31 04:08:34.809, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:08:35.811, 28 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:08:36.814, 40 %, 12 %, 57.20 W, 1063 MHz
2020/12/31 04:08:37.817, 0 %, 0 %, 47.72 W, 1063 MHz
2020/12/31 04:08:38.820, 43 %, 14 %, 88.91 W, 1063 MHz
2020/12/31 04:08:39.823, 48 %, 16 %, 84.26 W, 1063 MHz
2020/12/31 04:08:40.826, 0 %, 0 %, 47.81 W, 1063 MHz
2020/12/31 04:08:41.828, 28 %, 9 %, 50.19 W, 1063 MHz
2020/12/31 04:08:42.831, 55 %, 17 %, 49.26 W, 1063 MHz
2020/12/31 04:08:43.834, 31 %, 9 %, 47.81 W, 1063 MHz
2020/12/31 04:08:44.839, 0 %, 0 %, 53.35 W, 1063 MHz
2020/12/31 04:08:45.842, 35 %, 10 %, 47.91 W, 1063 MHz
2020/12/31 04:08:46.844, 27 %, 9 %, 84.35 W, 1063 MHz
2020/12/31 04:08:47.847, 27 %, 9 %, 47.62 W, 1063 MHz
2020/12/31 04:08:48.850, 31 %, 11 %, 47.91 W, 1063 MHz
2020/12/31 04:08:49.853, 27 %, 9 %, 48.20 W, 1063 MHz
2020/12/31 04:08:50.856, 41 %, 14 %, 71.80 W, 1063 MHz
2020/12/31 04:08:51.859, 47 %, 14 %, 50.89 W, 1063 MHz
2020/12/31 04:08:52.861, 28 %, 9 %, 47.72 W, 1063 MHz
2020/12/31 04:08:53.864, 9 %, 4 %, 89.78 W, 1063 MHz
2020/12/31 04:08:54.867, 38 %, 12 %, 88.76 W, 1063 MHz
2020/12/31 04:08:55.868, 34 %, 11 %, 49.52 W, 1063 MHz
2020/12/31 04:08:56.869, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:08:57.871, 33 %, 10 %, 70.88 W, 1063 MHz
2020/12/31 04:08:58.874, 28 %, 9 %, 51.08 W, 1063 MHz
2020/12/31 04:08:59.877, 30 %, 10 %, 48.20 W, 1063 MHz
2020/12/31 04:09:00.880, 28 %, 9 %, 56.81 W, 1063 MHz
2020/12/31 04:09:01.882, 28 %, 9 %, 48.78 W, 1063 MHz
2020/12/31 04:09:02.885, 56 %, 18 %, 82.92 W, 1063 MHz
2020/12/31 04:09:03.888, 28 %, 9 %, 49.16 W, 1063 MHz
2020/12/31 04:09:04.891, 37 %, 12 %, 47.91 W, 1063 MHz
2020/12/31 04:09:05.893, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:09:06.896, 33 %, 10 %, 89.43 W, 1063 MHz
2020/12/31 04:09:07.899, 37 %, 11 %, 81.57 W, 1063 MHz
2020/12/31 04:09:08.901, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:09:09.904, 49 %, 15 %, 63.40 W, 1063 MHz
2020/12/31 04:09:10.907, 28 %, 9 %, 53.55 W, 1063 MHz
2020/12/31 04:09:11.910, 28 %, 9 %, 49.06 W, 1063 MHz
2020/12/31 04:09:12.912, 28 %, 9 %, 51.47 W, 1063 MHz
2020/12/31 04:09:13.915, 29 %, 9 %, 50.22 W, 1063 MHz
2020/12/31 04:09:14.918, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:09:15.924, 41 %, 12 %, 89.11 W, 1063 MHz
2020/12/31 04:09:16.926, 40 %, 14 %, 89.62 W, 1063 MHz
2020/12/31 04:09:17.929, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:09:18.932, 56 %, 18 %, 89.19 W, 1063 MHz
2020/12/31 04:09:19.935, 32 %, 9 %, 74.62 W, 1063 MHz
2020/12/31 04:09:20.937, 33 %, 10 %, 81.67 W, 1063 MHz
2020/12/31 04:09:21.940, 47 %, 14 %, 89.53 W, 1063 MHz
2020/12/31 04:09:22.943, 15 %, 6 %, 88.24 W, 1063 MHz
2020/12/31 04:09:23.947, 50 %, 16 %, 47.91 W, 1063 MHz
2020/12/31 04:09:24.950, 50 %, 15 %, 88.91 W, 1063 MHz
2020/12/31 04:09:25.953, 38 %, 11 %, 71.94 W, 1063 MHz
2020/12/31 04:09:26.956, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:09:27.957, 28 %, 9 %, 55.66 W, 1063 MHz
2020/12/31 04:09:28.959, 35 %, 12 %, 48.78 W, 1063 MHz
2020/12/31 04:09:29.962, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:09:30.965, 28 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:09:31.968, 29 %, 9 %, 89.63 W, 1063 MHz
2020/12/31 04:09:32.971, 39 %, 13 %, 68.67 W, 1063 MHz
2020/12/31 04:09:33.973, 36 %, 11 %, 48.01 W, 1063 MHz
2020/12/31 04:09:34.976, 49 %, 15 %, 48.39 W, 1063 MHz
2020/12/31 04:09:35.979, 40 %, 12 %, 48.01 W, 1063 MHz
2020/12/31 04:09:36.982, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:09:37.985, 41 %, 12 %, 82.25 W, 1063 MHz
2020/12/31 04:09:38.988, 41 %, 12 %, 47.91 W, 1063 MHz
2020/12/31 04:09:39.990, 0 %, 0 %, 88.85 W, 1063 MHz
2020/12/31 04:09:40.991, 28 %, 9 %, 67.14 W, 1063 MHz
2020/12/31 04:09:41.994, 40 %, 12 %, 54.99 W, 1063 MHz
2020/12/31 04:09:42.997, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:09:44.003, 31 %, 10 %, 51.63 W, 1063 MHz
2020/12/31 04:09:45.005, 50 %, 16 %, 48.10 W, 1063 MHz
2020/12/31 04:09:46.008, 28 %, 9 %, 61.61 W, 1063 MHz
2020/12/31 04:09:47.011, 35 %, 10 %, 47.91 W, 1063 MHz
2020/12/31 04:09:48.013, 35 %, 10 %, 64.30 W, 1063 MHz
2020/12/31 04:09:49.016, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:09:50.019, 27 %, 9 %, 89.72 W, 1063 MHz
2020/12/31 04:09:51.025, 43 %, 13 %, 48.68 W, 1063 MHz
2020/12/31 04:09:52.027, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:09:53.030, 43 %, 13 %, 47.91 W, 1063 MHz
2020/12/31 04:09:54.033, 43 %, 13 %, 56.14 W, 1063 MHz
2020/12/31 04:09:55.036, 28 %, 9 %, 48.10 W, 1063 MHz
2020/12/31 04:09:56.039, 28 %, 9 %, 76.11 W, 1063 MHz
2020/12/31 04:09:57.042, 39 %, 13 %, 88.14 W, 1063 MHz
2020/12/31 04:09:58.045, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:09:59.051, 36 %, 11 %, 80.05 W, 1063 MHz
2020/12/31 04:10:00.054, 55 %, 17 %, 53.45 W, 1063 MHz
2020/12/31 04:10:01.057, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:10:02.059, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:03.062, 55 %, 17 %, 52.78 W, 1063 MHz
2020/12/31 04:10:04.065, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:05.067, 28 %, 9 %, 48.20 W, 1063 MHz
2020/12/31 04:10:06.070, 37 %, 13 %, 71.26 W, 1063 MHz
2020/12/31 04:10:07.073, 28 %, 9 %, 48.87 W, 1063 MHz
2020/12/31 04:10:08.076, 48 %, 14 %, 48.58 W, 1063 MHz
2020/12/31 04:10:09.078, 47 %, 15 %, 48.10 W, 1063 MHz
2020/12/31 04:10:10.081, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:10:11.084, 43 %, 12 %, 50.12 W, 1063 MHz
2020/12/31 04:10:12.087, 31 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:10:13.090, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:10:14.093, 17 %, 6 %, 88.48 W, 1063 MHz
2020/12/31 04:10:15.097, 37 %, 13 %, 87.61 W, 1063 MHz
2020/12/31 04:10:16.099, 35 %, 12 %, 49.16 W, 1063 MHz
2020/12/31 04:10:17.102, 23 %, 8 %, 55.28 W, 1063 MHz
2020/12/31 04:10:18.104, 50 %, 15 %, 49.06 W, 1063 MHz
2020/12/31 04:10:19.107, 32 %, 9 %, 47.62 W, 1063 MHz
2020/12/31 04:10:20.110, 0 %, 0 %, 73.34 W, 1063 MHz
2020/12/31 04:10:21.113, 28 %, 9 %, 83.78 W, 1063 MHz
2020/12/31 04:10:22.116, 55 %, 17 %, 47.72 W, 1063 MHz
2020/12/31 04:10:23.122, 0 %, 0 %, 71.84 W, 1063 MHz
2020/12/31 04:10:24.124, 36 %, 11 %, 57.96 W, 1063 MHz
2020/12/31 04:10:25.127, 28 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:10:26.130, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:27.133, 28 %, 9 %, 84.64 W, 1063 MHz
2020/12/31 04:10:28.135, 28 %, 9 %, 47.81 W, 1063 MHz
2020/12/31 04:10:29.138, 37 %, 13 %, 87.42 W, 1063 MHz
2020/12/31 04:10:30.141, 32 %, 11 %, 56.24 W, 1063 MHz
2020/12/31 04:10:31.143, 33 %, 11 %, 78.80 W, 1063 MHz
2020/12/31 04:10:32.146, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:33.149, 39 %, 12 %, 48.39 W, 1063 MHz
2020/12/31 04:10:34.152, 28 %, 9 %, 83.58 W, 1063 MHz
2020/12/31 04:10:35.155, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:36.158, 38 %, 13 %, 86.99 W, 1063 MHz
2020/12/31 04:10:37.161, 28 %, 9 %, 70.50 W, 1063 MHz
2020/12/31 04:10:38.163, 28 %, 9 %, 76.35 W, 1063 MHz
2020/12/31 04:10:39.164, 42 %, 14 %, 85.12 W, 1063 MHz
2020/12/31 04:10:40.167, 36 %, 11 %, 48.59 W, 1063 MHz
2020/12/31 04:10:41.169, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:10:42.172, 28 %, 9 %, 48.01 W, 1063 MHz
2020/12/31 04:10:43.175, 29 %, 9 %, 48.10 W, 1063 MHz
2020/12/31 04:10:44.178, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:10:45.180, 35 %, 11 %, 57.48 W, 1063 MHz
2020/12/31 04:10:46.183, 28 %, 9 %, 82.15 W, 1063 MHz
2020/12/31 04:10:47.186, 28 %, 9 %, 83.78 W, 1063 MHz
2020/12/31 04:10:48.189, 38 %, 13 %, 56.42 W, 1063 MHz
2020/12/31 04:10:49.192, 42 %, 14 %, 89.72 W, 1063 MHz
2020/12/31 04:10:50.198, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:10:51.200, 36 %, 11 %, 63.91 W, 1063 MHz
2020/12/31 04:10:52.203, 28 %, 9 %, 48.10 W, 1063 MHz
2020/12/31 04:10:53.206, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:10:54.209, 30 %, 9 %, 72.51 W, 1063 MHz
2020/12/31 04:10:55.211, 36 %, 10 %, 50.09 W, 1063 MHz
2020/12/31 04:10:56.214, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:10:57.217, 33 %, 10 %, 51.44 W, 1063 MHz
2020/12/31 04:10:58.220, 28 %, 9 %, 55.08 W, 1063 MHz
2020/12/31 04:10:59.223, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:11:00.225, 43 %, 13 %, 58.06 W, 1063 MHz
2020/12/31 04:11:01.228, 27 %, 9 %, 89.81 W, 1063 MHz
2020/12/31 04:11:02.231, 37 %, 13 %, 48.78 W, 1063 MHz
2020/12/31 04:11:03.234, 55 %, 17 %, 47.82 W, 1063 MHz
2020/12/31 04:11:04.237, 40 %, 12 %, 89.67 W, 1063 MHz
2020/12/31 04:11:05.241, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:11:06.244, 37 %, 11 %, 69.25 W, 1063 MHz
2020/12/31 04:11:07.250, 34 %, 12 %, 50.79 W, 1063 MHz
2020/12/31 04:11:08.252, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:11:09.255, 28 %, 9 %, 70.98 W, 1063 MHz
2020/12/31 04:11:10.258, 31 %, 9 %, 64.45 W, 1063 MHz
2020/12/31 04:11:11.260, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:11:12.263, 20 %, 7 %, 48.39 W, 1063 MHz
2020/12/31 04:11:13.266, 51 %, 17 %, 49.74 W, 1063 MHz
2020/12/31 04:11:14.269, 28 %, 9 %, 72.80 W, 1063 MHz
2020/12/31 04:11:15.271, 28 %, 9 %, 68.96 W, 1063 MHz
2020/12/31 04:11:16.274, 55 %, 17 %, 48.20 W, 1063 MHz
2020/12/31 04:11:17.277, 44 %, 13 %, 48.01 W, 1063 MHz
2020/12/31 04:11:18.279, 0 %, 0 %, 47.63 W, 1063 MHz
2020/12/31 04:11:19.282, 28 %, 9 %, 85.41 W, 1063 MHz
2020/12/31 04:11:20.284, 43 %, 13 %, 48.20 W, 1063 MHz
2020/12/31 04:11:21.287, 0 %, 0 %, 76.44 W, 1063 MHz
2020/12/31 04:11:22.287, 28 %, 9 %, 47.91 W, 1063 MHz
2020/12/31 04:11:23.290, 49 %, 16 %, 49.45 W, 1063 MHz
2020/12/31 04:11:24.293, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:11:25.296, 36 %, 11 %, 48.11 W, 1063 MHz
2020/12/31 04:11:26.299, 29 %, 9 %, 51.53 W, 1063 MHz
2020/12/31 04:11:27.301, 33 %, 10 %, 88.77 W, 1063 MHz
2020/12/31 04:11:28.304, 28 %, 9 %, 47.92 W, 1063 MHz
2020/12/31 04:11:29.307, 38 %, 11 %, 86.90 W, 1063 MHz
2020/12/31 04:11:30.310, 0 %, 0 %, 47.62 W, 1063 MHz
2020/12/31 04:11:31.312, 32 %, 10 %, 55.66 W, 1063 MHz
2020/12/31 04:11:32.315, 36 %, 11 %, 53.45 W, 1063 MHz
2020/12/31 04:11:33.318, 0 %, 0 %, 47.53 W, 1063 MHz
2020/12/31 04:11:34.321, 18 %, 6 %, 53.35 W, 1063 MHz
2020/12/31 04:11:35.324, 38 %, 12 %, 52.01 W, 1063 MHz
