timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], clocks.current.sm [MHz]
2020/12/31 10:00:56.431, 100 %, 67 %, 116.17 W, 1063 MHz
2020/12/31 10:00:57.434, 100 %, 77 %, 110.88 W, 1063 MHz
2020/12/31 10:00:58.437, 30 %, 17 %, 48.49 W, 1063 MHz
2020/12/31 10:00:59.439, 100 %, 57 %, 115.11 W, 1063 MHz
2020/12/31 10:01:00.442, 25 %, 19 %, 113.49 W, 1063 MHz
2020/12/31 10:01:01.445, 84 %, 45 %, 54.99 W, 1063 MHz
2020/12/31 10:01:02.447, 63 %, 36 %, 112.21 W, 1063 MHz
2020/12/31 10:01:03.450, 33 %, 20 %, 48.10 W, 1063 MHz
2020/12/31 10:01:04.453, 100 %, 53 %, 124.40 W, 1063 MHz
2020/12/31 10:01:05.455, 0 %, 0 %, 48.10 W, 1063 MHz
2020/12/31 10:01:06.458, 100 %, 67 %, 114.03 W, 1063 MHz
2020/12/31 10:01:07.461, 92 %, 70 %, 112.79 W, 1063 MHz
2020/12/31 10:01:08.464, 100 %, 62 %, 115.36 W, 1063 MHz
2020/12/31 10:01:09.466, 100 %, 56 %, 114.93 W, 1063 MHz
2020/12/31 10:01:10.469, 0 %, 0 %, 48.40 W, 1063 MHz
2020/12/31 10:01:11.472, 100 %, 52 %, 112.63 W, 1063 MHz
2020/12/31 10:01:12.473, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:01:13.476, 100 %, 69 %, 116.47 W, 1063 MHz
2020/12/31 10:01:14.478, 100 %, 76 %, 113.84 W, 1063 MHz
2020/12/31 10:01:15.481, 100 %, 57 %, 55.85 W, 1063 MHz
2020/12/31 10:01:16.484, 100 %, 53 %, 114.45 W, 1063 MHz
2020/12/31 10:01:17.486, 0 %, 0 %, 48.10 W, 1063 MHz
2020/12/31 10:01:18.492, 100 %, 66 %, 118.18 W, 1063 MHz
2020/12/31 10:01:19.495, 100 %, 79 %, 106.17 W, 1063 MHz
2020/12/31 10:01:20.497, 100 %, 64 %, 114.79 W, 1063 MHz
2020/12/31 10:01:21.500, 100 %, 62 %, 120.25 W, 1063 MHz
2020/12/31 10:01:22.503, 50 %, 29 %, 48.20 W, 1063 MHz
2020/12/31 10:01:23.506, 100 %, 54 %, 112.80 W, 1063 MHz
2020/12/31 10:01:24.508, 0 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:01:25.511, 100 %, 52 %, 109.75 W, 1063 MHz
2020/12/31 10:01:26.514, 0 %, 0 %, 48.01 W, 1063 MHz
2020/12/31 10:01:27.516, 100 %, 64 %, 116.08 W, 1063 MHz
2020/12/31 10:01:28.518, 84 %, 64 %, 111.35 W, 1063 MHz
2020/12/31 10:01:29.521, 100 %, 61 %, 49.16 W, 1063 MHz
2020/12/31 10:01:30.524, 100 %, 61 %, 114.32 W, 1063 MHz
2020/12/31 10:01:31.526, 41 %, 24 %, 48.29 W, 1063 MHz
2020/12/31 10:01:32.529, 100 %, 53 %, 121.44 W, 1063 MHz
2020/12/31 10:01:33.532, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:01:34.535, 100 %, 57 %, 118.67 W, 1063 MHz
2020/12/31 10:01:35.538, 0 %, 0 %, 109.24 W, 1063 MHz
2020/12/31 10:01:36.540, 100 %, 66 %, 117.43 W, 1063 MHz
2020/12/31 10:01:37.543, 100 %, 75 %, 112.74 W, 1063 MHz
2020/12/31 10:01:38.546, 100 %, 61 %, 48.78 W, 1063 MHz
2020/12/31 10:01:39.548, 100 %, 52 %, 112.11 W, 1063 MHz
2020/12/31 10:01:40.551, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:01:41.552, 100 %, 54 %, 120.19 W, 1063 MHz
2020/12/31 10:01:42.555, 0 %, 0 %, 88.80 W, 1063 MHz
2020/12/31 10:01:43.558, 100 %, 69 %, 120.19 W, 1063 MHz
2020/12/31 10:01:44.560, 100 %, 78 %, 114.08 W, 1063 MHz
2020/12/31 10:01:45.563, 100 %, 60 %, 48.58 W, 1063 MHz
2020/12/31 10:01:46.569, 100 %, 59 %, 110.97 W, 1063 MHz
2020/12/31 10:01:47.573, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:01:48.576, 100 %, 64 %, 124.11 W, 1063 MHz
2020/12/31 10:01:49.578, 70 %, 56 %, 114.60 W, 1063 MHz
2020/12/31 10:01:50.581, 100 %, 65 %, 63.91 W, 1063 MHz
2020/12/31 10:01:51.584, 100 %, 58 %, 110.11 W, 1063 MHz
2020/12/31 10:01:52.586, 0 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:01:53.589, 100 %, 61 %, 123.15 W, 1063 MHz
2020/12/31 10:01:54.592, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:01:55.594, 100 %, 67 %, 113.59 W, 1063 MHz
2020/12/31 10:01:56.597, 56 %, 45 %, 111.74 W, 1063 MHz
2020/12/31 10:01:57.600, 100 %, 64 %, 115.90 W, 1063 MHz
2020/12/31 10:01:58.602, 100 %, 54 %, 120.38 W, 1063 MHz
2020/12/31 10:01:59.605, 30 %, 18 %, 48.29 W, 1063 MHz
2020/12/31 10:02:00.608, 100 %, 57 %, 116.32 W, 1063 MHz
2020/12/31 10:02:01.611, 0 %, 0 %, 106.56 W, 1063 MHz
2020/12/31 10:02:02.613, 100 %, 68 %, 116.65 W, 1063 MHz
2020/12/31 10:02:03.616, 100 %, 78 %, 113.18 W, 1063 MHz
2020/12/31 10:02:04.619, 100 %, 60 %, 48.78 W, 1063 MHz
2020/12/31 10:02:05.621, 100 %, 59 %, 114.63 W, 1063 MHz
2020/12/31 10:02:06.624, 0 %, 0 %, 48.39 W, 1063 MHz
2020/12/31 10:02:07.627, 100 %, 55 %, 115.30 W, 1063 MHz
2020/12/31 10:02:08.630, 0 %, 0 %, 110.48 W, 1063 MHz
2020/12/31 10:02:09.633, 100 %, 64 %, 115.69 W, 1063 MHz
2020/12/31 10:02:10.635, 100 %, 69 %, 119.42 W, 1063 MHz
2020/12/31 10:02:11.638, 96 %, 56 %, 48.59 W, 1063 MHz
2020/12/31 10:02:12.641, 100 %, 52 %, 119.04 W, 1063 MHz
2020/12/31 10:02:13.644, 0 %, 0 %, 48.39 W, 1063 MHz
2020/12/31 10:02:14.649, 100 %, 67 %, 125.07 W, 1063 MHz
2020/12/31 10:02:15.654, 63 %, 50 %, 113.02 W, 1063 MHz
2020/12/31 10:02:16.656, 100 %, 65 %, 113.83 W, 1063 MHz
2020/12/31 10:02:17.659, 100 %, 52 %, 120.95 W, 1063 MHz
2020/12/31 10:02:18.662, 0 %, 0 %, 48.49 W, 1063 MHz
2020/12/31 10:02:19.665, 100 %, 57 %, 119.04 W, 1063 MHz
2020/12/31 10:02:20.667, 0 %, 0 %, 105.70 W, 1063 MHz
2020/12/31 10:02:21.668, 100 %, 64 %, 119.71 W, 1063 MHz
2020/12/31 10:02:22.671, 100 %, 68 %, 111.73 W, 1063 MHz
2020/12/31 10:02:23.677, 67 %, 39 %, 48.58 W, 1063 MHz
2020/12/31 10:02:24.680, 100 %, 55 %, 110.96 W, 1063 MHz
2020/12/31 10:02:25.682, 0 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:02:26.687, 100 %, 69 %, 119.10 W, 1063 MHz
2020/12/31 10:02:27.688, 94 %, 71 %, 111.47 W, 1063 MHz
2020/12/31 10:02:28.691, 100 %, 62 %, 117.00 W, 1063 MHz
2020/12/31 10:02:29.694, 100 %, 55 %, 114.32 W, 1063 MHz
2020/12/31 10:02:30.694, 14 %, 8 %, 48.39 W, 1063 MHz
2020/12/31 10:02:31.697, 100 %, 60 %, 118.28 W, 1063 MHz
2020/12/31 10:02:32.700, 0 %, 0 %, 48.40 W, 1063 MHz
2020/12/31 10:02:33.702, 100 %, 65 %, 115.84 W, 1063 MHz
2020/12/31 10:02:34.703, 17 %, 12 %, 115.64 W, 1063 MHz
2020/12/31 10:02:35.706, 100 %, 65 %, 115.12 W, 1063 MHz
2020/12/31 10:02:36.709, 100 %, 55 %, 112.24 W, 1063 MHz
2020/12/31 10:02:37.712, 33 %, 20 %, 48.68 W, 1063 MHz
2020/12/31 10:02:38.714, 100 %, 54 %, 120.67 W, 1063 MHz
2020/12/31 10:02:39.717, 19 %, 15 %, 115.10 W, 1063 MHz
2020/12/31 10:02:40.720, 100 %, 65 %, 116.08 W, 1063 MHz
2020/12/31 10:02:41.723, 100 %, 63 %, 112.51 W, 1063 MHz
2020/12/31 10:02:42.725, 54 %, 32 %, 48.68 W, 1063 MHz
2020/12/31 10:02:43.728, 100 %, 53 %, 112.41 W, 1063 MHz
2020/12/31 10:02:44.731, 0 %, 0 %, 48.68 W, 1063 MHz
2020/12/31 10:02:45.734, 100 %, 61 %, 123.06 W, 1063 MHz
2020/12/31 10:02:46.737, 82 %, 63 %, 110.96 W, 1063 MHz
2020/12/31 10:02:47.744, 100 %, 61 %, 122.11 W, 1063 MHz
2020/12/31 10:02:48.747, 100 %, 58 %, 115.94 W, 1063 MHz
2020/12/31 10:02:49.749, 0 %, 0 %, 48.59 W, 1063 MHz
2020/12/31 10:02:50.752, 100 %, 60 %, 111.92 W, 1063 MHz
2020/12/31 10:02:51.755, 0 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:02:52.757, 64 %, 46 %, 119.04 W, 1063 MHz
2020/12/31 10:02:53.760, 66 %, 44 %, 71.17 W, 1063 MHz
2020/12/31 10:02:54.763, 68 %, 32 %, 108.10 W, 1063 MHz
2020/12/31 10:02:55.765, 100 %, 58 %, 111.36 W, 1063 MHz
2020/12/31 10:02:56.768, 35 %, 22 %, 48.68 W, 1063 MHz
2020/12/31 10:02:57.771, 100 %, 59 %, 109.73 W, 1063 MHz
2020/12/31 10:02:58.774, 0 %, 0 %, 48.49 W, 1063 MHz
2020/12/31 10:02:59.777, 64 %, 50 %, 112.78 W, 1063 MHz
2020/12/31 10:03:00.778, 78 %, 45 %, 108.85 W, 1063 MHz
2020/12/31 10:03:01.780, 83 %, 42 %, 105.52 W, 1063 MHz
2020/12/31 10:03:02.783, 100 %, 64 %, 121.63 W, 1063 MHz
2020/12/31 10:03:03.786, 100 %, 62 %, 122.77 W, 1063 MHz
2020/12/31 10:03:04.788, 100 %, 60 %, 114.03 W, 1063 MHz
2020/12/31 10:03:05.790, 49 %, 31 %, 48.68 W, 1063 MHz
2020/12/31 10:03:06.793, 72 %, 57 %, 113.27 W, 1063 MHz
2020/12/31 10:03:07.796, 100 %, 60 %, 118.75 W, 1063 MHz
2020/12/31 10:03:08.798, 73 %, 43 %, 116.51 W, 1063 MHz
2020/12/31 10:03:09.801, 18 %, 14 %, 101.11 W, 1063 MHz
2020/12/31 10:03:10.804, 100 %, 66 %, 124.21 W, 1063 MHz
2020/12/31 10:03:11.807, 100 %, 78 %, 109.72 W, 1063 MHz
2020/12/31 10:03:12.815, 100 %, 66 %, 118.36 W, 1063 MHz
2020/12/31 10:03:13.817, 100 %, 77 %, 112.14 W, 1063 MHz
2020/12/31 10:03:14.820, 100 %, 66 %, 115.21 W, 1063 MHz
2020/12/31 10:03:15.823, 100 %, 77 %, 111.67 W, 1063 MHz
2020/12/31 10:03:16.825, 100 %, 66 %, 120.29 W, 1063 MHz
2020/12/31 10:03:17.828, 100 %, 70 %, 113.55 W, 1063 MHz
2020/12/31 10:03:18.831, 100 %, 65 %, 123.06 W, 1063 MHz
2020/12/31 10:03:19.834, 4 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:03:20.836, 100 %, 66 %, 117.60 W, 1063 MHz
2020/12/31 10:03:21.839, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:03:22.842, 0 %, 0 %, 107.64 W, 1063 MHz
2020/12/31 10:03:23.844, 83 %, 48 %, 117.21 W, 1063 MHz
2020/12/31 10:03:24.847, 83 %, 56 %, 129.17 W, 1063 MHz
2020/12/31 10:03:25.850, 100 %, 68 %, 126.99 W, 1063 MHz
2020/12/31 10:03:26.852, 99 %, 60 %, 72.41 W, 1063 MHz
2020/12/31 10:03:27.855, 100 %, 67 %, 121.69 W, 1063 MHz
2020/12/31 10:03:28.861, 99 %, 50 %, 131.49 W, 1063 MHz
2020/12/31 10:03:29.864, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:03:30.867, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:03:31.871, 99 %, 88 %, 114.53 W, 1063 MHz
2020/12/31 10:03:32.874, 65 %, 50 %, 123.44 W, 1063 MHz
2020/12/31 10:03:33.877, 72 %, 47 %, 129.86 W, 1063 MHz
2020/12/31 10:03:34.883, 100 %, 50 %, 116.42 W, 1063 MHz
2020/12/31 10:03:35.886, 100 %, 54 %, 138.57 W, 1063 MHz
2020/12/31 10:03:36.889, 99 %, 70 %, 50.03 W, 1063 MHz
2020/12/31 10:03:37.892, 100 %, 65 %, 124.69 W, 1063 MHz
2020/12/31 10:03:38.894, 77 %, 55 %, 126.99 W, 1063 MHz
2020/12/31 10:03:39.895, 100 %, 64 %, 85.21 W, 1063 MHz
2020/12/31 10:03:40.898, 0 %, 0 %, 48.30 W, 1063 MHz
2020/12/31 10:03:41.900, 71 %, 63 %, 109.93 W, 1063 MHz
2020/12/31 10:03:42.903, 86 %, 72 %, 113.48 W, 1063 MHz
2020/12/31 10:03:43.906, 95 %, 72 %, 113.48 W, 1063 MHz
2020/12/31 10:03:44.909, 100 %, 49 %, 117.86 W, 1063 MHz
2020/12/31 10:03:45.909, 100 %, 48 %, 121.04 W, 1063 MHz
2020/12/31 10:03:46.912, 100 %, 52 %, 138.48 W, 1063 MHz
2020/12/31 10:03:47.915, 100 %, 66 %, 50.57 W, 1063 MHz
2020/12/31 10:03:48.918, 100 %, 69 %, 118.71 W, 1063 MHz
2020/12/31 10:03:49.921, 79 %, 49 %, 108.60 W, 1063 MHz
2020/12/31 10:03:50.923, 77 %, 48 %, 130.46 W, 1063 MHz
2020/12/31 10:03:51.926, 0 %, 0 %, 48.49 W, 1063 MHz
2020/12/31 10:03:52.929, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:03:53.931, 100 %, 72 %, 105.97 W, 1063 MHz
2020/12/31 10:03:54.934, 100 %, 81 %, 113.98 W, 1063 MHz
2020/12/31 10:03:55.937, 100 %, 81 %, 131.46 W, 1063 MHz
2020/12/31 10:03:56.940, 100 %, 67 %, 112.72 W, 1063 MHz
2020/12/31 10:03:57.942, 100 %, 66 %, 120.95 W, 1063 MHz
2020/12/31 10:03:58.945, 0 %, 0 %, 48.49 W, 1063 MHz
2020/12/31 10:03:59.948, 0 %, 0 %, 48.39 W, 1063 MHz
2020/12/31 10:04:00.949, 99 %, 89 %, 105.88 W, 1063 MHz
2020/12/31 10:04:01.951, 77 %, 50 %, 104.26 W, 1063 MHz
2020/12/31 10:04:02.954, 100 %, 68 %, 104.54 W, 1063 MHz
2020/12/31 10:04:03.955, 85 %, 51 %, 135.23 W, 1063 MHz
2020/12/31 10:04:04.958, 100 %, 48 %, 117.03 W, 1063 MHz
2020/12/31 10:04:05.960, 74 %, 32 %, 131.19 W, 1063 MHz
2020/12/31 10:04:06.963, 79 %, 39 %, 82.15 W, 1063 MHz
2020/12/31 10:04:07.966, 64 %, 33 %, 138.86 W, 1063 MHz
2020/12/31 10:04:08.967, 99 %, 65 %, 124.78 W, 1063 MHz
2020/12/31 10:04:09.969, 94 %, 65 %, 48.97 W, 1063 MHz
2020/12/31 10:04:10.972, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:04:11.975, 26 %, 9 %, 90.15 W, 1063 MHz
2020/12/31 10:04:12.978, 99 %, 88 %, 108.09 W, 1063 MHz
2020/12/31 10:04:13.981, 90 %, 64 %, 118.46 W, 1063 MHz
2020/12/31 10:04:14.989, 100 %, 60 %, 119.62 W, 1063 MHz
2020/12/31 10:04:15.992, 100 %, 50 %, 116.85 W, 1063 MHz
2020/12/31 10:04:16.994, 99 %, 52 %, 122.68 W, 1063 MHz
2020/12/31 10:04:17.997, 87 %, 57 %, 117.22 W, 1063 MHz
2020/12/31 10:04:18.999, 100 %, 70 %, 105.80 W, 1063 MHz
2020/12/31 10:04:20.002, 82 %, 51 %, 111.18 W, 1063 MHz
2020/12/31 10:04:21.005, 91 %, 59 %, 124.78 W, 1063 MHz
2020/12/31 10:04:22.007, 0 %, 0 %, 48.39 W, 1063 MHz
2020/12/31 10:04:23.010, 0 %, 0 %, 48.29 W, 1063 MHz
2020/12/31 10:04:24.013, 57 %, 35 %, 94.84 W, 1063 MHz
2020/12/31 10:04:25.016, 96 %, 86 %, 49.36 W, 1063 MHz
2020/12/31 10:04:26.018, 72 %, 49 %, 115.11 W, 1063 MHz
2020/12/31 10:04:27.021, 83 %, 47 %, 118.37 W, 1063 MHz
2020/12/31 10:04:28.024, 100 %, 64 %, 112.39 W, 1063 MHz
2020/12/31 10:04:29.027, 100 %, 78 %, 124.40 W, 1063 MHz
2020/12/31 10:04:30.029, 100 %, 84 %, 116.93 W, 1063 MHz
2020/12/31 10:04:31.032, 100 %, 60 %, 108.47 W, 1063 MHz
2020/12/31 10:04:32.034, 86 %, 55 %, 110.78 W, 1063 MHz
2020/12/31 10:04:33.035, 86 %, 33 %, 81.19 W, 1063 MHz
2020/12/31 10:04:34.038, 0 %, 0 %, 48.49 W, 1063 MHz
2020/12/31 10:04:35.041, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:04:36.044, 33 %, 15 %, 113.57 W, 1063 MHz
2020/12/31 10:04:37.047, 63 %, 59 %, 56.81 W, 1063 MHz
2020/12/31 10:04:38.050, 64 %, 51 %, 125.64 W, 1063 MHz
2020/12/31 10:04:39.052, 57 %, 41 %, 114.64 W, 1063 MHz
2020/12/31 10:04:40.055, 99 %, 60 %, 133.50 W, 1063 MHz
2020/12/31 10:04:41.062, 100 %, 48 %, 113.07 W, 1063 MHz
2020/12/31 10:04:42.067, 89 %, 45 %, 114.51 W, 1063 MHz
2020/12/31 10:04:43.070, 100 %, 63 %, 139.43 W, 1063 MHz
2020/12/31 10:04:44.072, 100 %, 55 %, 140.71 W, 1063 MHz
2020/12/31 10:04:45.075, 72 %, 48 %, 105.04 W, 1063 MHz
2020/12/31 10:04:46.078, 100 %, 63 %, 115.31 W, 1063 MHz
2020/12/31 10:04:47.081, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:04:48.083, 0 %, 0 %, 47.34 W, 1063 MHz
2020/12/31 10:04:49.086, 100 %, 81 %, 112.69 W, 1063 MHz
2020/12/31 10:04:50.089, 100 %, 75 %, 128.55 W, 1063 MHz
2020/12/31 10:04:51.092, 100 %, 76 %, 113.49 W, 1063 MHz
2020/12/31 10:04:52.094, 100 %, 71 %, 112.60 W, 1063 MHz
2020/12/31 10:04:53.097, 100 %, 66 %, 133.02 W, 1063 MHz
2020/12/31 10:04:54.100, 0 %, 0 %, 48.58 W, 1063 MHz
2020/12/31 10:04:55.102, 0 %, 0 %, 48.20 W, 1063 MHz
2020/12/31 10:04:56.105, 60 %, 37 %, 109.46 W, 1063 MHz
2020/12/31 10:04:57.108, 99 %, 90 %, 107.13 W, 1063 MHz
2020/12/31 10:04:58.111, 67 %, 45 %, 61.61 W, 1063 MHz
2020/12/31 10:04:59.113, 99 %, 65 %, 113.64 W, 1063 MHz
2020/12/31 10:05:00.116, 100 %, 60 %, 134.84 W, 1063 MHz
2020/12/31 10:05:01.119, 100 %, 84 %, 130.99 W, 1063 MHz
2020/12/31 10:05:02.121, 100 %, 72 %, 116.84 W, 1063 MHz
2020/12/31 10:05:03.124, 87 %, 53 %, 111.82 W, 1063 MHz
2020/12/31 10:05:04.127, 90 %, 57 %, 109.91 W, 1063 MHz
2020/12/31 10:05:05.129, 100 %, 60 %, 114.32 W, 1063 MHz
2020/12/31 10:05:06.132, 56 %, 43 %, 50.31 W, 1189 MHz
2020/12/31 10:05:07.133, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:05:08.136, 71 %, 54 %, 129.39 W, 1189 MHz
2020/12/31 10:05:09.138, 100 %, 61 %, 149.48 W, 1189 MHz
2020/12/31 10:05:10.147, 100 %, 56 %, 137.80 W, 1189 MHz
2020/12/31 10:05:11.150, 100 %, 51 %, 118.45 W, 1189 MHz
2020/12/31 10:05:12.152, 100 %, 71 %, 138.86 W, 1189 MHz
2020/12/31 10:05:13.155, 100 %, 70 %, 79.28 W, 1189 MHz
2020/12/31 10:05:14.158, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:05:15.160, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:05:16.163, 100 %, 87 %, 130.16 W, 1189 MHz
2020/12/31 10:05:17.166, 100 %, 75 %, 153.50 W, 1189 MHz
2020/12/31 10:05:18.168, 100 %, 78 %, 129.49 W, 1189 MHz
2020/12/31 10:05:19.173, 100 %, 67 %, 150.63 W, 1189 MHz
2020/12/31 10:05:20.176, 100 %, 69 %, 149.58 W, 1189 MHz
2020/12/31 10:05:21.178, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:05:22.181, 0 %, 0 %, 50.10 W, 1189 MHz
2020/12/31 10:05:23.184, 100 %, 85 %, 134.09 W, 1189 MHz
2020/12/31 10:05:24.186, 100 %, 55 %, 108.89 W, 1189 MHz
2020/12/31 10:05:25.194, 100 %, 51 %, 150.73 W, 1189 MHz
2020/12/31 10:05:26.196, 100 %, 67 %, 132.45 W, 1189 MHz
2020/12/31 10:05:27.199, 100 %, 80 %, 124.40 W, 1189 MHz
2020/12/31 10:05:28.202, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:05:29.208, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:05:30.210, 100 %, 92 %, 122.47 W, 1189 MHz
2020/12/31 10:05:31.213, 100 %, 73 %, 131.31 W, 1189 MHz
2020/12/31 10:05:32.216, 100 %, 79 %, 130.27 W, 1189 MHz
2020/12/31 10:05:33.219, 100 %, 89 %, 131.22 W, 1189 MHz
2020/12/31 10:05:34.222, 100 %, 70 %, 148.43 W, 1189 MHz
2020/12/31 10:05:35.223, 48 %, 36 %, 50.60 W, 1189 MHz
2020/12/31 10:05:36.226, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:05:37.229, 0 %, 0 %, 50.19 W, 1189 MHz
2020/12/31 10:05:38.231, 100 %, 85 %, 120.18 W, 1189 MHz
2020/12/31 10:05:39.234, 100 %, 69 %, 131.66 W, 1189 MHz
2020/12/31 10:05:40.237, 100 %, 76 %, 109.52 W, 1189 MHz
2020/12/31 10:05:41.240, 100 %, 69 %, 123.27 W, 1189 MHz
2020/12/31 10:05:42.242, 100 %, 68 %, 142.52 W, 1189 MHz
2020/12/31 10:05:43.245, 0 %, 0 %, 50.19 W, 1189 MHz
2020/12/31 10:05:44.248, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:05:45.251, 100 %, 77 %, 132.46 W, 1189 MHz
2020/12/31 10:05:46.251, 100 %, 59 %, 134.08 W, 1189 MHz
2020/12/31 10:05:47.254, 100 %, 54 %, 123.24 W, 1189 MHz
2020/12/31 10:05:48.257, 100 %, 69 %, 123.14 W, 1189 MHz
2020/12/31 10:05:49.258, 100 %, 70 %, 155.53 W, 1189 MHz
2020/12/31 10:05:50.260, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:05:51.263, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:05:52.266, 100 %, 90 %, 120.40 W, 1189 MHz
2020/12/31 10:05:53.269, 100 %, 68 %, 131.47 W, 1189 MHz
2020/12/31 10:05:54.271, 100 %, 78 %, 130.70 W, 1189 MHz
2020/12/31 10:05:55.274, 100 %, 85 %, 132.16 W, 1189 MHz
2020/12/31 10:05:56.277, 100 %, 67 %, 146.90 W, 1189 MHz
2020/12/31 10:05:57.279, 34 %, 27 %, 50.60 W, 1189 MHz
2020/12/31 10:05:58.282, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:05:59.285, 55 %, 37 %, 102.72 W, 1189 MHz
2020/12/31 10:06:00.291, 100 %, 60 %, 129.31 W, 1189 MHz
2020/12/31 10:06:01.295, 100 %, 54 %, 133.31 W, 1189 MHz
2020/12/31 10:06:02.298, 100 %, 49 %, 134.65 W, 1189 MHz
2020/12/31 10:06:03.300, 100 %, 66 %, 116.82 W, 1189 MHz
2020/12/31 10:06:04.303, 100 %, 69 %, 140.99 W, 1189 MHz
2020/12/31 10:06:05.306, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:06:06.308, 0 %, 0 %, 50.22 W, 1189 MHz
2020/12/31 10:06:07.311, 100 %, 85 %, 132.84 W, 1189 MHz
2020/12/31 10:06:08.314, 100 %, 69 %, 129.04 W, 1189 MHz
2020/12/31 10:06:09.317, 100 %, 76 %, 122.51 W, 1189 MHz
2020/12/31 10:06:10.319, 100 %, 69 %, 119.60 W, 1189 MHz
2020/12/31 10:06:11.322, 100 %, 67 %, 150.84 W, 1189 MHz
2020/12/31 10:06:12.325, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:06:13.327, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:06:14.328, 100 %, 81 %, 119.89 W, 1189 MHz
2020/12/31 10:06:15.331, 100 %, 51 %, 132.36 W, 1189 MHz
2020/12/31 10:06:16.334, 100 %, 53 %, 131.78 W, 1189 MHz
2020/12/31 10:06:17.337, 100 %, 75 %, 132.82 W, 1189 MHz
2020/12/31 10:06:18.337, 100 %, 81 %, 136.65 W, 1189 MHz
2020/12/31 10:06:19.340, 0 %, 0 %, 50.51 W, 1189 MHz
2020/12/31 10:06:20.343, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:06:21.346, 100 %, 92 %, 129.40 W, 1189 MHz
2020/12/31 10:06:22.346, 100 %, 56 %, 130.25 W, 1189 MHz
2020/12/31 10:06:23.349, 100 %, 59 %, 125.10 W, 1189 MHz
2020/12/31 10:06:24.352, 100 %, 56 %, 139.26 W, 1189 MHz
2020/12/31 10:06:25.354, 100 %, 74 %, 142.52 W, 1189 MHz
2020/12/31 10:06:26.357, 100 %, 70 %, 50.96 W, 1189 MHz
2020/12/31 10:06:27.361, 0 %, 0 %, 50.28 W, 1189 MHz
2020/12/31 10:06:28.364, 0 %, 0 %, 49.83 W, 1189 MHz
2020/12/31 10:06:29.366, 100 %, 89 %, 126.50 W, 1189 MHz
2020/12/31 10:06:30.369, 100 %, 55 %, 130.31 W, 1189 MHz
2020/12/31 10:06:31.372, 100 %, 75 %, 147.40 W, 1189 MHz
2020/12/31 10:06:32.377, 100 %, 77 %, 127.29 W, 1189 MHz
2020/12/31 10:06:33.380, 100 %, 70 %, 149.58 W, 1189 MHz
2020/12/31 10:06:34.389, 0 %, 0 %, 50.41 W, 1189 MHz
2020/12/31 10:06:35.392, 0 %, 0 %, 50.31 W, 1189 MHz
2020/12/31 10:06:36.394, 100 %, 82 %, 137.23 W, 1189 MHz
2020/12/31 10:06:37.397, 100 %, 52 %, 113.10 W, 1189 MHz
2020/12/31 10:06:38.400, 100 %, 54 %, 155.34 W, 1189 MHz
2020/12/31 10:06:39.403, 100 %, 71 %, 136.56 W, 1189 MHz
2020/12/31 10:06:40.405, 100 %, 83 %, 146.23 W, 1189 MHz
2020/12/31 10:06:41.408, 0 %, 0 %, 50.48 W, 1189 MHz
2020/12/31 10:06:42.411, 0 %, 0 %, 50.19 W, 1189 MHz
2020/12/31 10:06:43.413, 100 %, 94 %, 116.06 W, 1189 MHz
2020/12/31 10:06:44.416, 100 %, 74 %, 123.92 W, 1189 MHz
